gift_id,donor_id,first_name,last_name,email,phone,constituent_type,class_year,capacity_tier,city,state,gift_date,gift_amount,fund_designation
G204399,CA101352,  Dylan ,Wiggins,dylan.wiggins594@gmail.com,215.989.2584,Alumni,2008,Low,Port Larry,AZ,2023-04-13,115.92,Endowment
G204400,CA101458,John,Crane,john.crane36@gmail.com,001-398-924-2662,Alumni,1987,Medium,Rogerston,CA,2022-07-17,614.81,Unrestricted
G204401,CA100878,Theresa,Cox,theresa.cox332@yahoo.com,346-700-4521x2899,Alumni,1985,Principal,North Theresamouth,MD,2023-05-26,27159.11,Athletics
G204402,CA100641,Daniel,Mccarthy,daniel.mccarthy397@gmail.com,767.441.2415x131,Parent,,High,Joshuahaven,TX,2025-04-26,1460.79,Endowment
G204403,CA100998,Megan,Wilkinson,megan.wilkinson824@yahoo.com,001-914-696-1128,Alumni,1990,Medium,New Ellen,OH,2024-04-19,341.53,Capital Campaign
G204404,CA100802,David,Mitchell,david.mitchell808@gmail.com,698.563.2106x133,Parent,,Low,Michaelton,SD,2024-12-27,89.52,Scholarship Fund
G204405,CA100629,Jeremy,Thompson,,+1-203-610-2879x5083,Parent,,Low,Allenstad,ND,04/24/2024,150.1,Scholarship Fund
G204406,CA101017,Jessica,Delacruz,jessica.delacruz208@hotmail.com,6784525482,Alumni,1999,Medium,Lake Angelabury,NY,2022-10-31,158.81,Capital Campaign
G204407,CA101252,Sean,Cook,sean.cook798@hotmail.com,(359)999-2012x3763,Alumni,2004,Low,Parkerstad,KY,2025-08-27,71.01,Unrestricted
G204408,CA100221,Sandra,Norman,sandra.norman318@gmail.com,001-592-621-6995x866,Organization,,Low,Stuartport,NV,2026-02-19,68.04,Annual Fund
G204409,CA101787,John,THOMPSON,john.thompson550@hotmail.com,280-252-5795,Alumni,1993,Low,Sarafort,PA,2022-10-20,174.02,Unrestricted
G204410,CA101400,Robert,Mayo,robert.mayo811@gmail.com,,Alumni,1991,Medium,Flemingside,IN,2024-06-09,208.17,Scholarship Fund
G204411,CA100321,Kristen,Graham,kristen.graham424@yahoo.com,+1-932-719-7199,Faculty/Staff,,Low,Port Seanport,MO,2023-07-10,65.05,Scholarship Fund
G204412,CA101097,Lisa,Smith,lisa.smith298@gmail.com,(520)819-7121x24139,Parent,,Medium,Fordshire,SD,2023-07-24,831.73,Unrestricted
G204413,CA100915,Jessica,Roman,jessica.roman198@gmail.com,519-578-7180,Alumni,1984,Low,Lake Erikafort,IL,2022-10-15,72.97,Annual Fund
G204414,CA101202,Jimmy,Jennings,jimmy.jennings602@gmail.com,398.897.9060x854,Alumni,1985,Low,Cookefurt,IA,2026-03-12,178.04,Capital Campaign
G204415,CA100026,Susan,Fitzgerald,susanfitzgerald8@hotmailcom,548-495-1343,Alumni,2002,Medium,North Johnfort,RI,2025-03-19,476.17,Endowment
G204416,CA100130,Ashley,Sanchez,ashley.sanchez419@hotmail.com,+1-254-277-7252x2872,Alumni,1976,Medium,Port Elizabethtown,MT,2024-08-08,380.2,Unrestricted
G204417,CA100141,  Todd ,Jones,todd.jones520@yahoo.com,279.893.7124,Parent,,Medium,Meaganfurt,AS,2025-05-29,309.06,Unrestricted
G204418,CA101034,Adam,Acevedo,adam.acevedo343@hotmail.com,(621)375-5851x777,Parent,,High,South Kenneth,PA,04-Feb-2026,13441.74,Athletics
G204419,CA101029,Marilyn,Tyler,,7308762054,Alumni,2009,Low,Flowersmouth,AK,08/20/2025,75.36,Endowment
G204420,CA101336,Wesley,Torres,wesley.torres904@hotmail.com,410-874-0274x0675,Alumni,1995,Low,Fisherstad,OK,2024-06-24,80.92,Unrestricted
G204421,CA101255,Adam,Watkins,adam.watkins451@hotmail.com,001-784-752-4032x1153,Alumni,2004,High,West Clintonborough,VA,2023-11-08,6509.74,Capital Campaign
G204422,CA100142,Michelle,Alexander,michelle.alexander594@yahoo.com,+1-992-545-9375x2654,Parent,,Medium,Nicholasfurt,MN,2022-10-14,470.91,Athletics
G204423,CA101084,Melanie,Lee,melanie.lee81@yahoo.com,,Alumni,2016,Low,New Kevinshire,UT,2023-10-04,86.81,Endowment
G204424,CA100013,Sara,Glover,sara.glover552@yahoo.com,(987)423-4309x80500,Faculty/Staff,,Medium,New Christopherburgh,CA,2022-07-22,274.46,Scholarship Fund
G204425,CA101377,Thomas,Chavez,thomas.chavez655@gmail.com,324-946-1440x92335,Friend,,Low,Melissastad,NE,2024-11-01,122.35,Athletics
G204426,CA100113,Debra,Avila,debra.avila300@yahoo.com,440-619-3802x62067,Alumni,2020,High,North Kennethville,MA,2025-05-13,1250.71,Endowment
G204427,CA100675,Tara,PARKER,tara.parker18@gmail.com,(476)527-0232x441,Friend,,High,South Christopher,IA,2025-03-02,2517.34,Scholarship Fund
G204428,CA100631,Justin,Johnson,justin.johnson688@hotmail.com,(456)257-4902x504,Friend,,High,New Jasonmouth,NY,2025-09-04,2923.78,Annual Fund
G204429,CA100312,Michaela,Mckinney,michaela.mckinney386@yahoo.com,(517)335-7438x42150,Alumni,1969,Low,Hunterfort,MH,2022-08-07,217.73,Annual Fund
G204430,CA101600,Larry,Frazier,larry.frazier775@yahoo.com,001-721-559-3896x763,Faculty/Staff,,Medium,Tuckerbury,MN,2024-03-23,313.34,Endowment
G204431,CA100206,Roy,Woods,roy.woods608@gmail.com,2835505830,Friend,,Medium,Lake Natalie,ME,2024-12-11,122.5,Endowment
G204432,CA100393,Lance,Washington,lance.washington706@yahoo.com,,Parent,,Principal,Lucaston,ID,2023-11-23,18266.89,Unrestricted
G204433,CA100757,Chelsea,Torres,chelsea.torres462@yahoo.com,001-208-203-1499x82508,Alumni,2009,Principal,Paulstad,ND,24-Mar-2024,44418.9,Scholarship Fund
G204434,CA100907,Jessica,Tran,jessica.tran770@gmail.com,+1-270-463-3699x8795,Alumni,2000,Low,North Bruce,AS,2024-04-16,70.89,Unrestricted
G204435,CA100069,Jeremy,Patterson,jeremy.patterson524@hotmail.com,001-499-480-9402x44550,Alumni,2006,Low,Jonestown,CO,2026-03-08,49.21,Endowment
G204436,CA100670,  Joshua ,Cunningham,joshua.cunningham792@yahoo.com,334.932.4474,Organization,,Principal,Bethstad,WI,2023-01-06,33943.89,Athletics
G204437,CA101409,Christina,Rodriguez,christina.rodriguez779@yahoo.com,294-323-2154,Parent,,Low,North Samantha,IL,2025-03-11,86.13,Endowment
G204438,CA101482,Allen,Thomas,allen.thomas576@gmail.com,2119250186,Friend,,High,Georgetown,MO,"February 19, 2023",10909.19,Athletics
G204439,CA101221,Gabriela,Jensen,gabriela.jensen369@gmail.com,001-584-919-4785x5011,Alumni,1979,Medium,Jeffreyhaven,GA,2023-01-07,516.23,Capital Campaign
G204440,CA100289,Katherine,Farrell,katherine.farrell980@gmail.com,001-703-592-4051x4770,Alumni,1999,Medium,East Amy,WV,11-Jul-2024,807.57,Athletics
G204441,CA101789,Tiffany,Green,tiffany.green322@hotmail.com,001-857-313-3996x276,Friend,,Low,South John,GU,2025-04-12,108.96,Athletics
G204442,CA101266,Benjamin,Ross,benjamin.ross348@yahoo.com,760-276-2643,Alumni,2008,High,New Markmouth,HI,2024-01-28,3441.87,Scholarship Fund
G204443,CA100209,Virginia,Stanley,virginia.stanley721@hotmail.com,9014676184,Alumni,2015,Medium,Lake Gina,AL,03-Jan-2024,614.44,Athletics
G204444,CA101327,Heather,Archer,heather.archer466@yahoo.com,001-805-871-9189,Parent,,Low,Melaniefurt,OR,2025-07-28,78.68,Capital Campaign
G204445,CA100122,Emily,Stephens,emily.stephens807@hotmail.com,(533)575-2431x0690,Alumni,1996,Low,North Brittneymouth,PA,2026-03-10,156.08,Endowment
G204446,CA100403,Dustin,Roberts,dustin.roberts174@yahoo.com,,Alumni,2003,Low,New Shannon,IA,"December 26, 2024",77.52,Scholarship Fund
G204447,CA100384,Steve,Johnson,steve.johnson579@hotmail.com,+1-942-976-2467x19788,Alumni,2009,Low,New Brian,KS,2023-07-28,65.36,Endowment
G204448,CA101651,James,Blanchard,james.blanchard530@hotmail.com,001-769-404-5392,Alumni,2015,High,Grantbury,MA,2025-12-01,5290.83,Capital Campaign
G204449,CA100709,Caitlin,Butler,caitlin.butler614@hotmail.com,634-874-5245x557,Parent,,Low,Farmertown,WV,2024-01-11,92.66,Annual Fund
G204450,CA100643,James,Harrison,james.harrison464@yahoo.com,(874)323-1830,Faculty/Staff,,Low,Grantborough,VT,2025-06-15,152.52,Capital Campaign
G204451,CA100399,Michael,Guzman,,001-357-300-2720x6345,Faculty/Staff,,Low,East Zachary,WI,2023-01-30,100.61,Athletics
G204452,CA101207,Vincent,JONES,,001-952-273-5364x235,Alumni,1990,Principal,West Christopherville,WI,"May 03, 2025",69582.16,Endowment
G204453,CA100254,Sarah,Andrews,sarah.andrews21@yahoo.com,(368)618-1845,Parent,,Low,Heatherfurt,OK,18-Mar-2026,71.05,Annual Fund
G204454,CA100884,David,Lopez,david.lopez623@hotmail.com,001-813-420-3301,Alumni,2004,Medium,West Susan,OK,"November 19, 2024",221.84,Annual Fund
G204455,CA101703,Alexis,Sanchez,alexis.sanchez342_at_gmail.com,001-819-932-5282,Parent,,High,East Oscarbury,NH,26-Feb-2023,3987.79,Athletics
G204456,CA101411,Jennifer,Brown,jennifer.brown157@hotmail.com,698.599.4885x669,Friend,,Low,North Mikeshire,SC,2026-04-09,80.42,Endowment
G204457,CA100718,Jeffrey,Simmons,jeffrey.simmons715@yahoo.com,495.587.3959,Friend,,High,East Kyle,CT,2025-05-26,5392.27,Endowment
G204458,CA100146,Vincent,Cooper,vincent.cooper340@gmail.com,914.761.1254x5738,Alumni,2016,Medium,Davismouth,MD,2022-07-12,528.4,Unrestricted
G204459,CA101345,Stephanie,Rivera,stephanie.rivera87@hotmail.com,265.255.7512x47640,Parent,,Low,Millsmouth,NC,2025-10-05,39.68,Endowment
G204460,CA100387,Christopher,Watts,christopher.watts661@yahoo.com,,Alumni,2018,Principal,West Geoffreyside,MD,2022-09-13,54750.96,Capital Campaign
G204461,CA101487,Elizabeth,Brennan,elizabeth.brennan221@hotmail.com,948.535.8626,Alumni,2016,Medium,Irwinport,NC,2025-05-28,216.12,Capital Campaign
G204462,CA100286,Brent,Dennis,brent.dennis607@yahoo.com,399.981.3646x225,Alumni,2018,Low,New Raymondland,MO,2026-02-25,262.61,Unrestricted
G204463,CA100035,Robert,Henry,robert.henry272@yahoo.com,(672)762-8498x776,Parent,,Low,Port Sarah,KY,"November 26, 2023",219.69,Scholarship Fund
G204464,CA101375,Ryan,Miller,ryanmiller378@gmailcom,263-342-0222x34998,Friend,,Low,Lake Samuel,NE,2026-04-11,46.33,Annual Fund
G204465,CA100981,Mark,Richardson,mark.richardson796@yahoo.com,001-423-904-1202x70615,Friend,,Low,New Troy,AR,2026-07-03,41.89,Capital Campaign
G204466,CA101016,Jose,Martin,jose.martin625@yahoo.com,921-720-3843,Alumni,2006,Low,South Michael,OR,2022-10-30,59.38,Scholarship Fund
G204467,CA100091,Diana,Nelson,diana.nelson975@yahoo.com,(867)465-2775x84161,Alumni,1993,High,Manuelland,MD,2024-06-30,2411.5,Scholarship Fund
G204468,CA101345,Stephanie,Rivera,stephanie.rivera87@hotmail.com,265.255.7512x47640,Parent,,Low,Millsmouth,NC,04-Jun-2024,144.95,Unrestricted
G204469,CA100625,Daniel,Hughes,,+1-248-676-9984x26732,Parent,,Low,Christopherbury,WI,2024-12-06,113.58,Capital Campaign
G204470,CA100126,Linda,Melendez,linda.melendez41@hotmail.com,,Parent,,Low,Faulknerside,NC,2025-01-24,144.46,Athletics
G204471,CA100183,Michael,Flores,michael.flores54@hotmail.com,,Friend,,Low,Port Jennamouth,NV,2024-08-31,45.19,Annual Fund
G204472,CA101436,Courtney,Owens,courtney.owens999@hotmail.com,001-714-556-4743x70194,Alumni,2008,Low,North Elizabethfort,NE,2022-10-10,59.95,Scholarship Fund
G204473,CA101692,Nancy,Sherman,nancy.sherman917@yahoo.com,+1-999-526-6536x197,Friend,,Medium,South Jayshire,VI,2026-03-11,331.87,Scholarship Fund
G204474,CA101742,Aaron,Rogers,aaron.rogers494@gmail.com,912.626.0082x2837,Alumni,2018,Medium,South Kimberly,MD,2026-02-13,258.59,Unrestricted
G204475,CA101151,Michael,Joyce,michael.joyce843@gmail.com,7278500030,Friend,,Low,Garciastad,SD,2025-03-15,96.18,Capital Campaign
G204476,CA101275,Jesus,Tran,jesus.tran630@gmail.com,(941)485-8990x027,Parent,,Medium,North Kimberlyport,MA,2023-01-26,369.63,Unrestricted
G204477,CA100682,Brendan,Greene,brendan.greene928@yahoo.com,965-740-8424x560,Parent,,Low,Cynthiaville,MI,"January 15, 2025",53.25,Annual Fund
G204478,CA100261,Ryan,James,ryan.james196@gmail.com,001-627-202-6728x8574,Parent,,Low,Garciaburgh,AR,06/03/2026,104.05,Capital Campaign
G204479,CA101591,Hailey,Evans,hailey.evans62@yahoo.com,+1-725-931-6498x283,Friend,,Medium,Scottchester,MI,2024-02-09,518.71,Scholarship Fund
G204480,CA101384,Alice,Henderson,alice.henderson316@gmail.com,470-568-0269x33154,Faculty/Staff,,Low,South Arthurburgh,ID,11-Feb-2024,128.19,Unrestricted
G204481,CA100870,Kimberly,Wyatt,kimberly.wyatt415@yahoo.com,+1-552-983-0615,Faculty/Staff,,Low,North Davidview,GA,2024-02-07,95.67,Unrestricted
G204482,CA101411,Jennifer,Brown,jennifer.brown157@hotmail.com,698.599.4885x669,Friend,,Low,North Mikeshire,SC,2022-11-09,37.3,Capital Campaign
G204483,CA101617,Timothy,Lane,timothy.lane660_at_gmail.com,997-217-7170x30568,Alumni,1971,Low,Charlesview,PW,2023-05-07,169.15,Athletics
G204484,CA100974,Monica,Duncan,monica.duncan673@gmail.com,5299295014,Alumni,1987,Low,Desireehaven,ID,22-Jul-2025,135.64,Annual Fund
G204485,CA100041,Glenda,Hernandez,glenda.hernandez958@hotmail.com,913-618-6999x3867,Alumni,2001,Principal,Torreston,RI,2024-07-14,52819.12,Annual Fund
G204486,CA101048,Jamie,White,jamie.white187@gmail.com,+1-508-355-1074x091,Organization,,Medium,North Stevenhaven,MS,2023-12-14,284.12,Scholarship Fund
G204487,CA100472,Amanda,Lopez,amanda.lopez911@gmail.com,597-341-2182x09702,Parent,,Low,Campbellbury,LA,2023-03-19,108.5,Athletics
G204488,CA100217,Brent,Walker,brentwalker672@hotmailcom,(963)217-7971x7751,Alumni,2000,Medium,South Robertside,OH,2025-12-17,338.63,Unrestricted
G204489,CA101024,Beth,Anderson,beth.anderson404@yahoo.com,847-624-6301,Alumni,2004,High,West David,IL,2026-04-21,14594.45,Athletics
G204490,CA100365,Paula,Montes,paula.montes620@hotmail.com,+1-529-975-1702x81406,Faculty/Staff,,Low,Christopherton,PA,2023-06-24,81.9,Capital Campaign
G204491,CA100550,Isaiah,Reese,isaiah.reese995@hotmail.com,+1-617-375-6620x563,Faculty/Staff,,Low,North Michaelmouth,AK,2026-07-08,71.56,Endowment
G204492,CA100071,Jennifer,Frank,jennifer.frank975@hotmail.com,+1-910-822-9014x767,Parent,,High,Jasonhaven,DE,2023-08-15,2554.69,Annual Fund
G204493,CA100281,Colton,Hardy,colton.hardy697@hotmail.com,(933)883-9288x6195,Alumni,1998,Low,East Lauraside,MO,2023-05-28,99.05,Annual Fund
G204494,CA100675,Tara,PARKER,tara.parker18@gmail.com,(476)527-0232x441,Friend,,High,South Christopher,IA,2023-10-20,2733.8,Unrestricted
G204495,CA101042,Michael,Arroyo,michael.arroyo955@yahoo.com,7922300716,Friend,,High,South Jonathanland,FM,2022-07-26,3427.04,Unrestricted
G204496,CA100802,David,Mitchell,david.mitchell808@gmail.com,698.563.2106x133,Parent,,Low,Michaelton,SD,"June 09, 2025",104.75,Unrestricted
G204497,CA101285,Crystal,Williams,crystal.williams860@gmail.com,808.480.8172,Friend,,Low,New Sonya,OH,27-Apr-2026,102.87,Capital Campaign
G204498,CA101350,Megan,Nicholson,megan.nicholson282@hotmail.com,224.652.8413x5694,Alumni,1989,Low,Robinmouth,IL,2024-04-30,53.04,Capital Campaign
G204499,CA100927,Kyle,Montgomery,kyle.montgomery816@gmail.com,(231)823-4266,Faculty/Staff,,Medium,New Thomasfurt,SC,2025-02-24,277.49,Unrestricted
G204500,CA100822,Thomas,Ramirez,thomas.ramirez441@hotmail.com,001-361-211-4576x832,Alumni,2009,High,North Ashley,TN,06/26/2025,2454.04,Unrestricted
G204501,CA100142,Michelle,Alexander,michelle.alexander594@yahoo.com,+1-992-545-9375x2654,Parent,,Medium,Nicholasfurt,MN,2022-12-20,549.74,Unrestricted
G204502,CA101611,Emily,Hughes,emily.hughes817@yahoo.com,+1-256-749-6741x9916,Alumni,2011,Low,New Erin,MS,2024-02-15,105.97,
G204503,CA101014,Sue,Ferguson,sue.ferguson113@hotmail.com,+1-460-508-0179x8677,Alumni,1983,Low,East Beckystad,NV,2024-10-26,105.79,Endowment
G204504,CA100677,David,Hines,david.hines89@gmail.com,(454)569-6815x7903,Alumni,1991,Low,Michaelhaven,GU,2024-05-10,100.04,Athletics
G204505,CA100385,Troy,Arellano,troy.arellano83@hotmail.com,,Friend,,Medium,Katieport,MD,2023-06-08,155.7,Scholarship Fund
G204506,CA101122,Amanda,Knapp,amanda.knapp509@gmail.com,+1-872-658-1225x90956,Faculty/Staff,,Low,Robinberg,IA,2022-07-11,81.49,Unrestricted
G204507,CA100558,Kayla,Gonzalez,kayla.gonzalez425@yahoo.com,955-297-3714,Alumni,2003,Medium,South Dustin,IL,2026-08-01,135.18,Unrestricted
G204508,CA101634,Raymond,Moreno,raymond.moreno655@hotmail.com,(210)346-6275,Friend,,Low,Georgeshire,NV,2024-06-14,68.15,Annual Fund
G204509,CA100981,Mark,Richardson,mark.richardson796@yahoo.com,001-423-904-1202x70615,Friend,,Low,New Troy,AR,"May 10, 2026",132.85,Scholarship Fund
G204510,CA100374,Julie,Wilson,julie.wilson702@gmail.com,001-923-842-3216x110,Alumni,2004,Low,East Danielhaven,OR,2024-04-16,55.77,Endowment
G204511,CA101767,Michelle,Faulkner,michelle.faulkner809@gmail.com,(302)827-4330x3727,Faculty/Staff,,Medium,West Kenneth,VI,07/22/2026,244.17,Athletics
G204512,CA100171,Ryan,Brandt,ryan.brandt932@gmail.com,,Alumni,2019,Medium,Josemouth,AS,2024-07-22,342.53,Unrestricted
G204513,CA101648,Gary,Reynolds,gary.reynolds326@gmail.com,001-247-236-5003x2990,Friend,,High,Turnermouth,MT,"January 02, 2026",7273.33,Capital Campaign
G204514,CA101164,Roger,Mendoza,roger.mendoza765@yahoo.com,667-517-7629x691,Parent,,Low,Port Randy,OR,2023-05-09,33.83,Capital Campaign
G204515,CA100326,Douglas,Dyer,douglas.dyer191@hotmail.com,(921)826-7969x27868,Friend,,Low,Jeremiahchester,PA,2026-09-13,151.02,Unrestricted
G204516,CA101445,Keith,Richardson,keith.richardson119@gmail.com,8467250692,Alumni,2015,Medium,Fergusonmouth,PR,01/24/2023,166.75,Endowment
G204517,CA100960,Danielle,Willis,danielle.willis352@gmail.com,732-715-5130,Friend,,Low,Johnsonborough,SC,10/21/2022,75.74,Athletics
G204518,CA101225,Emily,Moran,emily.moran346@yahoo.com,(478)400-2443x236,Faculty/Staff,,Low,South Brendafurt,PA,2026-02-15,85.83,Capital Campaign
G204519,CA100368,Alicia,Rogers,alicia.rogers491@hotmail.com,001-861-606-4628x79232,Organization,,High,Williamsport,MP,2023-04-10,4457.8,Annual Fund
G204520,CA100050,Patrick,Chase,patrick.chase438@yahoo.com,7573662702,Parent,,Low,Garciamouth,AL,2023-11-27,126.03,Annual Fund
G204521,CA100143,Daniel,Elliott,daniel.elliott557@hotmail.com,+1-828-907-3741,Alumni,2010,Low,Lake Kevin,KS,2025-04-26,158.23,Athletics
G204522,CA101417,Lucas,Chan,lucas.chan667@yahoo.com,(728)992-0641,Alumni,1996,Medium,New Katherinehaven,IA,"August 09, 2023",317.89,Athletics
G204523,CA101707,Taylor,Wilson,taylor.wilson904@gmail.com,001-466-703-2358x4180,Alumni,2003,Low,Dianeshire,OK,2025-09-07,127.9,Annual Fund
G204524,CA100701,Melissa,Edwards,melissa.edwards670@yahoo.com,(572)587-2760x1534,Alumni,1998,Low,West Charlotte,VA,03/18/2024,73.28,Endowment
G204525,CA100617,Jodi,Noble,jodi.noble744_at_hotmail.com,524.201.0783x5674,Friend,,Low,North Kimborough,ND,2023-04-04,74.88,Athletics
G204526,CA101047,Tina,Velez,tina.velez467@yahoo.com,(928)705-5077x4065,Friend,,High,Christopherfurt,GA,2025-11-01,5996.4,Unrestricted
G204527,CA101220,Kenneth,Zuniga,kenneth.zuniga135@gmail.com,317.819.7860,Alumni,1988,High,Port Vanessa,MI,2024-04-06,5708.91,Endowment
G204528,CA101370,Andrea,Sims,andrea.sims468@yahoo.com,+1-639-866-0734,Alumni,2011,Low,Fletcherfurt,HI,2024-02-11,112.49,Scholarship Fund
G204529,CA101511,Catherine,Thomas,catherine.thomas383@yahoo.com,(956)319-2767x137,Alumni,2007,Principal,Bradychester,IA,23-Mar-2024,48307.67,Capital Campaign
G204530,CA100926,Angela,Jacobs,angela.jacobs357@hotmail.com,001-771-384-2859x6932,Friend,,Medium,Andrewhaven,FM,2023-07-24,357.78,Unrestricted
G204531,CA100033,Anthony,Wright,anthony.wright949@gmail.com,+1-323-427-1937x452,Alumni,1988,Medium,Danieltown,ME,08-Jan-2026,496.13,Capital Campaign
G204532,CA100312,Michaela,Mckinney,michaela.mckinney386@yahoo.com,(517)335-7438x42150,Alumni,1969,Low,Hunterfort,MH,2023-12-18,114.8,Athletics
G204533,CA101043,William,Glover,william.glover299@hotmail.com,001-554-832-9876x989,Faculty/Staff,,Low,Davidview,KY,2024-12-04,155.44,Athletics
G204534,CA100380,Brooke,Ewing,,,Organization,,Medium,Port Roger,NM,10-Jul-2022,317.19,Annual Fund
G204535,CA100271,Stanley,Chavez,stanley.chavez588@hotmail.com,+1-673-450-2080x214,Alumni,2009,Medium,Acostabury,CO,2026-07-12,382.22,Scholarship Fund
G204536,CA100002,Lisa,Smith,lisa.smith559@gmail.com,001-765-642-3511x615,Alumni,2014,Low,Lake Stephenville,MS,08/27/2024,118.68,Unrestricted
G204537,CA101106,Jonathan,Jones,,+1-916-699-9393x449,Alumni,2020,High,New Nicole,FM,2024-11-12,2304.93,Capital Campaign
G204538,CA101115,Karen,Blair,karen.blair358@gmail.com,232.482.9302,Faculty/Staff,,High,Richardville,IL,2023-05-19,1127.16,Capital Campaign
G204539,CA100146,Vincent,Cooper,vincent.cooper340@gmail.com,914.761.1254x5738,Alumni,2016,Medium,Davismouth,MD,2024-08-17,324.67,Endowment
G204540,CA101271,Tyler,Robinson,tyler.robinson909@yahoo.com,(753)586-9479x02548,Friend,,Medium,Wilkinsonberg,MT,2025-01-11,642.24,Annual Fund
G204541,CA101631,Charles,CASTILLO,charles.castillo761@gmail.com,+1-958-466-3992x879,Alumni,1973,High,Harrisland,KS,2022-10-21,6648.08,Scholarship Fund
G204542,CA100988,Danny,Gonzalez,danny.gonzalez664@gmail.com,001-862-658-8576,Faculty/Staff,,Low,Johnsonville,OH,2026-08-13,274.92,Scholarship Fund
G204543,CA100050,Patrick,Chase,patrick.chase438@yahoo.com,7573662702,Parent,,Low,Garciamouth,AL,2025-06-16,202.79,Athletics
G204544,CA101438,Paula,Barnes,paula.barnes126@gmail.com,8923815780,Friend,,Medium,East Davidland,TX,2022-09-11,647.14,Scholarship Fund
G204545,CA100496,Riley,Sims,riley.sims756@hotmail.com,721-241-6141,Faculty/Staff,,Low,South Todd,WV,09/23/2025,70.35,Endowment
G204546,CA100245,Candace,Jones,candace.jones837@yahoo.com,,Friend,,Low,Andersontown,ID,2025-07-13,137.76,Capital Campaign
G204547,CA100958,Kendra,Hunter,kendra.hunter115@yahoo.com,+1-774-642-2758,Parent,,Medium,Jessicachester,MN,2023-05-17,329.87,Annual Fund
G204548,CA100373,Laura,Hansen,laura.hansen303@hotmail.com,488.916.7112x07545,Alumni,2001,Low,Geraldport,AK,2024-05-04,269.88,Athletics
G204549,CA100771,Ashley,Jackson,ashleyjackson768@hotmailcom,,Friend,,Medium,Lake Richard,WY,"October 03, 2024",321.33,Annual Fund
G204550,CA101384,Alice,Henderson,alice.henderson316@gmail.com,470-568-0269x33154,Faculty/Staff,,Low,South Arthurburgh,ID,2025-09-02,237.78,Annual Fund
G204551,CA100289,Katherine,Farrell,katherine.farrell980@gmail.com,001-703-592-4051x4770,Alumni,1999,Medium,East Amy,WV,07/10/2022,409.65,Scholarship Fund
G204552,CA100245,Candace,Jones,candace.jones837@yahoo.com,,Friend,,Low,Andersontown,ID,2022-12-02,104.68,Endowment
G204553,CA100399,Michael,Guzman,,001-357-300-2720x6345,Faculty/Staff,,Low,East Zachary,WI,2025-01-16,-48.42,Athletics
G204554,CA101777,Molly,Stevens,molly.stevens206@hotmail.com,(456)490-4484x6733,Organization,,Low,Lake Frankside,PA,2024-12-20,70.43,Unrestricted
G204555,CA101331,Sarah,Huang,sarah.huang45@yahoo.com,(799)424-2773x9238,Alumni,2001,Medium,East Johnburgh,AK,2023-02-14,970.96,Capital Campaign
G204556,CA100436,Aaron,Kelley,,9674949756,Faculty/Staff,,Medium,New Dana,WV,2026-08-26,624.76,Athletics
G204557,CA101340,Brenda,Michael,brenda.michael67@hotmail.com,+1-411-959-4853x4001,Faculty/Staff,,Low,Figueroaburgh,DC,2023-01-29,106.65,Annual Fund
G204558,CA100988,Danny,Gonzalez,danny.gonzalez664@gmail.com,001-862-658-8576,Faculty/Staff,,Low,Johnsonville,OH,2025-03-01,116.46,Scholarship Fund
G204559,CA100685,Benjamin,Lynch,benjamin.lynch499@hotmail.com,+1-816-381-5466x0241,Alumni,2018,High,New Jose,ME,2024-07-07,3422.55,Unrestricted
G204560,CA101643,Richard,Dawson,richard.dawson431@yahoo.com,280.629.9034,Alumni,2021,Low,West Thomas,VI,2023-02-28,82.63,Athletics
G204561,CA101024,Beth,Anderson,beth.anderson404@yahoo.com,847-624-6301,Alumni,2004,High,West David,IL,2023-06-15,1773.72,Unrestricted
G204562,CA101589,Emily,Gibson,emily.gibson784@yahoo.com,+1-721-826-2643,Alumni,1988,Low,Davidsonview,LA,2026-04-11,99.4,Endowment
G204563,CA100752,Adam,Cruz,adam.cruz56@gmail.com,,Organization,,High,Micheleburgh,ID,"October 17, 2022",4295.88,Capital Campaign
G204564,CA101526,Kendra,King,,,Alumni,2010,Medium,West Peterton,PA,2025-10-25,120.31,Unrestricted
G204565,CA100199,Tammy,Day,tammy.day629@yahoo.com,(757)643-7489x6910,Parent,,High,Gabriellefort,CA,2024-05-20,4028.87,Annual Fund
G204566,CA100809,Anna,Vincent,anna.vincent991@hotmail.com,001-473-704-5195x778,Parent,,Low,Jessicaside,FL,2025-10-07,44.38,Unrestricted
G204567,CA100562,Michelle,Wilson,michelle.wilson764@hotmail.com,(448)807-2791x03368,Alumni,2010,Medium,West Jason,ID,2025-01-27,882.8,Unrestricted
G204568,CA101728,  Brenda ,Gilbert,brenda.gilbert55@hotmail.com,001-444-857-4441x0769,Alumni,2012,Principal,South Danielle,MA,12/25/2024,81581.3,Athletics
G204569,CA101675,Michael,Hopkins,michael.hopkins673@hotmail.com,,Alumni,2009,Low,Port Josehaven,PR,2022-07-04,199.44,Unrestricted
G204570,CA100337,Deborah,Pratt,deborah.pratt383@gmail.com,724-647-1746,Parent,,Low,Port Charles,WI,2026-05-28,145.89,Unrestricted
G204571,CA101752,Holly,Wong,holly.wong578@yahoo.com,(710)251-1090x07017,Alumni,2021,Medium,North Nathan,FL,2025-06-25,594.51,Athletics
